ID,Customer Name,Sales Person (Sales Team),Coordinators,Customer Group,Zone,Total_Target,Total_Achievement,N_brands_active,Overall_Achievement_pct,is_zero_achiever
ETLCUST-00122,COMPUTER LAND - UTTARA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,325000.0,22155.0,3,0.06816923076923077,False
ETLCUST-01904,FAMOUS TECHNOLOGIES - MOTIJHEEL,Zakir Hossain,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,7006348.0,1134850.0,6,0.16197454080214113,False
ETLCUST-01395,DOT COM COMPUTERS - GAZIPUR,Md. Rahad,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,1060000.0,0.0,5,0.0,True
ETLCUST-04047,SHOPNOPURON ELECTRONICS - GAZIPUR,Md. Rahad,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,9600000.0,2629085.0,4,0.27386302083333336,False
ETLCUST-03255,TANIA ELECTRONICS AND ELECTRIC - GAZIPUR,MD. Shipon Ali,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,4248600.0,1555785.0,7,0.3661876853551758,False
ETLCUST-01446,COMPUTER ZONE - KALIAKOIR,MD. Shipon Ali,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,3420000.0,999750.0,10,0.29232456140350876,False
ETLCUST-00131,WINTELL COMPUTER - UTTARA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,1433160.0,524745.0,14,0.366145440844009,False
ETLCUST-03096,DIGITAL CAMERA MART - B. MUKARRAM,Md. Sahedul Islam,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,10000000.0,4195400.0,2,0.41954,False
ETLCUST-03854,DISH CABLE AND CABLE - GULISTAN,Shamim Hossain,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,30280000.0,18175015.0,5,0.6002316710700132,False
ETLCUST-04632,ADNAN TECHNOLOGY - B.MUKARRAM ,Md. Sahedul Islam,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,12000000.0,5435750.0,4,0.45297916666666665,False
ETLCUST-03899,HIGH TECH - JAMUNA FUTURE PARK,Jiku Saha,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,3458000.0,1933665.0,7,0.559185945633314,False
ETLCUST-01423,MOHASIN ELECTRONICS AND COMPUTER - GAZIPUR,Md. Rahad,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,5627560.0,1984730.0,13,0.3526803801292212,False
ETLCUST-00344,MODERN OFFICE EQUIPMENT - MOHAKHALI,Jiku Saha,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,8523900.0,2119000.0,4,0.24859512664390712,False
ETLCUST-04460,CASH CUSTOMER - ZAKIR HOSSAIN,Zakir Hossain,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,1318780.0,1879670.0,15,1.4253097559865937,False
ETLCUST-05065,MH COMPUTER-PURANA PALTON,Md. Akram Rashid,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,3360000.0,1863500.0,1,0.5546130952380952,False
ETLCUST-01384,NEW R.L COMPUTER - KONABARI,MD. Shipon Ali,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,800000.0,36630.0,7,0.0457875,False
ETLCUST-01416,LOTIF ELECTRONICS - MOUCHAK,MD. Shipon Ali,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,4650000.0,1164950.0,7,0.2505268817204301,False
ETLCUST-01569,BISWABANI - NAWABPUR,Shamim Hossain,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,0.0,360050.0,1,,False
ETLCUST-00955,SATATA ELECTRONICS - GULISTAN,Md Kamrul Hasan Sabuz,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,37250000.0,20862605.0,8,0.560069932885906,False
ETLCUST-00363,COMPUTER TECHNOLOGY- GULSHAN-02,Jiku Saha,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,300000.0,308000.0,3,1.0266666666666666,False
ETLCUST-01422,NEW TECH COMPUTER - SREEPUR,MD. Shipon Ali,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,49179099.0,26069840.0,9,0.5300999922751737,False
ETLCUST-02634,NAVIGATION SERVICE SOLUTION - JAMUNA FUTURE PARK,Jiku Saha,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,1780000.0,444385.0,6,0.24965449438202247,False
ETLCUST-04085,BRAND TECHNOLOGY - KERANIGONJ,Noor Hossain,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,5600000.0,2951895.0,7,0.5271241071428572,False
ETLCUST-04022,EXPERT COMPUTER - GAZIPUR,Md. Rahad,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,300000.0,5200.0,2,0.017333333333333333,False
ETLCUST-00959,H.A. COMPUTER - GULISTAN,Md Kamrul Hasan Sabuz,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,2000000.0,1175370.0,7,0.587685,False
ETLCUST-01415,FRIENDS COMPUTER - KONABARI,MD. Shipon Ali,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,2020000.0,544575.0,11,0.26959158415841583,False
ETLCUST-03069,BROTHERS COMPUTER - GULISTAN,Noor Hossain,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,11000000.0,6673050.0,7,0.6066409090909091,False
ETLCUST-00146,ELECTRONICS POINT - UTTARA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,4325000.0,2111910.0,7,0.4883028901734104,False
ETLCUST-00952,AZMIR TELECOM - GULISTAN,Noor Hossain,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,8000000.0,1506350.0,1,0.18829375,False
ETLCUST-00144,AL-NOOR COMPUTER - UTTARA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,585000.0,153000.0,3,0.26153846153846155,False
ETLCUST-04369,PROJECTOR SERVICE - KAKRAIL,Zakir Hossain,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,530680.0,354000.0,2,0.6670686666164167,False
ETLCUST-01871,INTIMACY COMPUTER AND SOLUTIONS - MOTIJHEEL,Zakir Hossain,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,3897200.0,660000.0,5,0.16935235553730885,False
ETLCUST-03038,HAZI TRADERS - MOTIJHEEL,Zakir Hossain,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,2694000.0,785500.0,12,0.29157386785449146,False
ETLCUST-01209,NAHID TRADERS - B.MUKARRAM,Noor Hossain,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,1100000.0,153200.0,1,0.13927272727272727,False
ETLCUST-00464,NEW MAYER DOYA ELECTRONICS - GULISTAN,Md Kamrul Hasan Sabuz,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,500000.0,294600.0,1,0.5892,False
ETLCUST-00468,JAFRIN ENTERPRISE - GULISTAN,Md Kamrul Hasan Sabuz,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,6500000.0,2652950.0,1,0.4081461538461538,False
ETLCUST-01211,SAAT SAGAR - B.MUKARRAM,Noor Hossain,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,1200000.0,602750.0,1,0.5022916666666667,False
ETLCUST-00137,MARK ONE TECHNOLOGY - UTTARA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-03643,PRINTER CITY - PALTAN,Md. Akram Rashid,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,6632000.0,0.0,3,0.0,True
ETLCUST-00366,COMPUTER SOUL - MOHAKALI,Jiku Saha,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,1840000.0,1346450.0,8,0.7317663043478261,False
ETLCUST-00356,SA COMPUTERS - KHILKHET,Jiku Saha,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,3455600.0,1490725.0,10,0.4313939692093992,False
ETLCUST-01411,VISION TECHNOLOGY - GAZIPUR,Md. Rahad,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,1986060.0,121090.0,7,0.060969960625560156,False
ETLCUST-01435,AMIRUL SUPER SHOP - GAZIPUR,MD. Shipon Ali,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,700000.0,194160.0,3,0.27737142857142855,False
ETLCUST-03205,TOUCH POWER & TECHNOLOGY -KONBARI,MD. Shipon Ali,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,4086000.0,0.0,4,0.0,True
ETLCUST-03562,DIGITAL ZONE - B. MUKARRAM,Md. Sahedul Islam,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,0.0,0.0,0,,False
ETLCUST-05175,OISHI COMPUTER & SOLUTIONS - MOTIJHEEL,Hridoy Chandra Das,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,0.0,9500.0,1,,False
ETLCUST-01571,ROBIN ELECTRONICS - GULISTAN,Shamim Hossain,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,0.0,0.0,0,,False
ETLCUST-04919,JAHANARA ENTERPRISE - GULISTAN,Noor Hossain,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,650000.0,278000.0,3,0.4276923076923077,False
ETLCUST-00147,TECH LIFE BD - UTTARA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,336200.0,235810.0,5,0.7013979773944081,False
ETLCUST-01884,MOLLA ENTERPRISE - PALTAN,Md. Akram Rashid,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,784000.0,0.0,1,0.0,True
ETLCUST-01417,SHIRIN ELECTRONICS - TONGI,Saifullah Akndah,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,150000.0,85100.0,1,0.5673333333333334,False
ETLCUST-04238,UNIFIRST TECHNOLOGY - GULISTAN,Shamim Hossain,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,68390000.0,29083015.0,12,0.4252524491884778,False
ETLCUST-00141,S.S COMPUTER AND NETWORK - UTTARA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,2001966.0,447740.0,16,0.22365015190068163,False
ETLCUST-01389,TECHNO CITY - GAZIPUR,Md. Rahad,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,6837015.0,1720125.0,10,0.2515900579419527,False
ETLCUST-04021,SENSOR TECHNOLOGY - UTTARA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,614000.0,304330.0,5,0.4956514657980456,False
ETLCUST-00134,THE BEST COMPUTER - UTTARA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,3723932.0,388280.0,4,0.10426613590151484,False
ETLCUST-04468,JRB ENTERPRISE  - SREEPUR,MD. Shipon Ali,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,3200000.0,829770.0,3,0.259303125,False
ETLCUST-00133,MULTIMEDIA COMPUTER - UTTARA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,4569580.0,2175390.0,13,0.47605906888598076,False
ETLCUST-03451,S.R COMPUTER - MOTIJHEEL,Md. Akram Rashid,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,3960000.0,1592500.0,3,0.40214646464646464,False
ETLCUST-01424,MASUD ELECTRONICS AND COMPUTER - GAZIPUR,Md. Rahad,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,2600000.0,516115.0,13,0.19850576923076924,False
ETLCUST-01585,S.K. ELECTRONICS - GULISTAN,Shamim Hossain,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,2500000.0,410050.0,1,0.16402,False
ETLCUST-03482,BLUE STAR TRADE - GULISTAN,Shamim Hossain,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,2000000.0,1428200.0,1,0.7141,False
ETLCUST-03670,AM IT SOLUTIONS - MOTIJHEEL,Zakir Hossain,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,3582514.0,897600.0,3,0.25055031187596194,False
ETLCUST-01419,COMPUTER LAB AND SERVICE STORE - TONGI,Saifullah Akndah,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,17310000.0,5662090.0,13,0.3270993645291739,False
ETLCUST-03474,S & S COMPUTER SOLUTION - MOTIJHEEL,Zakir Hossain,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,2237920.0,610050.0,8,0.27259687567026525,False
ETLCUST-01208,BUSINESS TRACKER - E.PLUS,Md. Sahedul Islam,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,0.0,0.0,0,,False
ETLCUST-03338,SMS IT WORLD - MOTIJHEEL,Zakir Hossain,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,2270000.0,724800.0,7,0.319295154185022,False
ETLCUST-00954,NEW MUM ELECTRONICS - GULISTAN,Noor Hossain,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,1500000.0,356800.0,1,0.23786666666666667,False
ETLCUST-05094,SR ELECTRONICS - NATIONAL STADIUM,Noor Hossain,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,300000.0,5966825.0,4,19.889416666666666,False
ETLCUST-01420,RASEL ELECTRONICS STORE - GAZIPUR,Md. Rahad,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,13400000.0,4685390.0,11,0.34965597014925376,False
ETLCUST-04914,SOFTECH COMPUTER - SREEPUR,MD. Shipon Ali,Mr. Ajit Kumar Dey ,CG - GAZIPUR,Uttara,120000.0,245475.0,8,2.045625,False
ETLCUST-04018,PATWARY TECHNOLOGY - GULISTAN,Noor Hossain,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,3600000.0,651850.0,5,0.18106944444444445,False
ETLCUST-04324,BISMILLAH IT SOLUTION & ENGINEERING - NOTUN BAZAR,Jiku Saha,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,950000.0,2090.0,2,0.0022,False
ETLCUST-00153,CTG COMPUTER CITY - UTTARA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,5187000.0,522065.0,10,0.1006487372276846,False
ETLCUST-01245,MASTER TECHNOLOGY - PALTAN,Md. Sahedul Islam,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,2750000.0,8395300.0,7,3.052836363636364,False
ETLCUST-01860,PARTS MART - PALTAN,Md. Akram Rashid,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,450000.0,0.0,2,0.0,True
ETLCUST-00099,IT FAIR AND ELECTRONICS - UTTARA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,1619830.0,6125.0,9,0.0037812609965243264,False
ETLCUST-03769,TRANS TECHNOLOGY - STADIUM MARKET,Zakir Hossain,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,1518300.0,1627465.0,11,1.0718994928538497,False
ETLCUST-03123,ICON COMPUTERS - KONABARI,MD. Shipon Ali,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,5650000.0,608565.0,10,0.10771061946902655,False
ETLCUST-03893,J.B IT - MOTIJHEEL,Zakir Hossain,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,0.0,11500.0,1,,False
ETLCUST-03422,RHM CORPORATION - MOHAKHALI,Jiku Saha,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-01584,FILCO ELECTRONICS - GULISTAN,Shamim Hossain,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,1500000.0,354000.0,1,0.236,False
ETLCUST-01869,NATIONAL COMPUTER - MOTIJHEEL,Md. Sahedul Islam,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,2858040.0,1345000.0,9,0.47060223089949754,False
ETLCUST-01865,TORSA ICT - MOTIJHEEL,Md. Sahedul Islam,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,818280.0,50000.0,4,0.06110377865767219,False
ETLCUST-00362,SAFE COMPUTER ZONE - BADDA,Jiku Saha,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,14000.0,1,,False
ETLCUST-01581,DADA ENTERPRISE - GULISTAN,Shamim Hossain,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,500000.0,115400.0,1,0.2308,False
ETLCUST-04360,MORIUM ELECTRONICS - GULISTAN,Md Kamrul Hasan Sabuz,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,0.0,13000.0,1,,False
ETLCUST-01204,RADIO HOUSE - PALTAN,Nishan Datta,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,0.0,0.0,0,,False
ETLCUST-01578,NEW CITY ELECTRONICS - NAWABPUR,Shamim Hossain,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,3500000.0,772300.0,1,0.22065714285714286,False
ETLCUST-03144,FRIEND DIGITAL LINK -PURANA PALTAN,Md. Sahedul Islam,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,1000000.0,690080.0,5,0.69008,False
ETLCUST-05204,MT SOLAR POWER - GULISTAN,Md Kamrul Hasan Sabuz,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,500000.0,2482200.0,1,4.9644,False
ETLCUST-05214,AYESHA ELECTRIC AND SOLAR - GULISTAN,Shamim Hossain,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,800000.0,266600.0,1,0.33325,False
ETLCUST-01438,DIGITAL COMPUTER - GAZIPUR,MD. Shipon Ali,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,473726.0,119345.0,8,0.25192832987845293,False
ETLCUST-03263,PC COMPUTER - UTTARA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,1195830.0,283300.0,9,0.2369065837117316,False
ETLCUST-02713,CORPORATE POINT - MOTIJHEEL,Zakir Hossain,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,1230800.0,226000.0,5,0.18362040948976274,False
ETLCUST-00124,PCS COMPUTER AND NETWORK - UTTARA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,100000.0,0.0,1,0.0,True
ETLCUST-01407,DIAMOND COMPUTER IT - TONGI,Saifullah Akndah,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,230440.0,209710.0,7,0.9100416594341261,False
ETLCUST-01439,SHAFI ENTERPRISE - MIRZAPUR,MD. Shipon Ali,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-04290,SAYEM ENTERPRISE - PALTAN,Md. Akram Rashid,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,2246000.0,0.0,3,0.0,True
ETLCUST-01580,NEW PRIME ELECTRONICS - GULISTAN,Shamim Hossain,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,5600000.0,1093700.0,1,0.19530357142857144,False
ETLCUST-00322,NEW COMPUTER BAZAR - NARSINGDI,Jiku Saha,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-03213,COMPUTER PLANET UTTARA -  UTTARA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-00369,SISCOTECH - KAFRUL,Jiku Saha,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,200000.0,9500.0,2,0.0475,False
ETLCUST-00941,NEW TANHA TELECOM - GULISTAN,Noor Hossain,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,500000.0,0.0,1,0.0,True
ETLCUST-04076,NEYAMOT ENTERPRISE - KHILKHET,Jiku Saha,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,350000.0,177000.0,1,0.5057142857142857,False
ETLCUST-00120,ABC COMPUTER TECH - UTTARA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,8000.0,0.0,1,0.0,True
ETLCUST-01426,YEASIN ELECTRONICS - GAZIPUR,Md. Rahad,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,300000.0,0.0,1,0.0,True
ETLCUST-00128,FAITH COMPUTER AND SERVICE CENTER - UTTARA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,5000.0,36740.0,4,7.348,False
ETLCUST-04522,KHAN & SONS - STADIUM MARKET,Shamim Hossain,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,1500000.0,607200.0,1,0.4048,False
ETLCUST-00473,A.S ELECTRONICS - GULISTAN,Md Kamrul Hasan Sabuz,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,2200000.0,236600.0,1,0.10754545454545454,False
ETLCUST-01582,SADIA ENTERPRISE - GULISTAN,Shamim Hossain,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,3600000.0,1531400.0,1,0.42538888888888887,False
ETLCUST-00142,EASY SOLUTION - UTTARA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,20830.0,1,,False
ETLCUST-01430,MAA MONY ELECTRIC - TONGI,Saifullah Akndah,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,2000000.0,689100.0,1,0.34455,False
ETLCUST-00118,TECH4YOU - UTTARA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-01433,DO END TECHNOLOGIES - GAZIPUR,Saifullah Akndah,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,950000.0,0.0,2,0.0,True
ETLCUST-05203,HANKO CORPORATION - GULISTAN,Noor Hossain,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,0.0,0.0,0,,False
ETLCUST-01583,SORME ENTERPRISE - GULISTAN,Md Kamrul Hasan Sabuz,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,4000000.0,881850.0,1,0.2204625,False
ETLCUST-01248,AM COMPUTERS - MOTIJHEEL,Zakir Hossain,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,3221550.0,1573000.0,5,0.48827427790970185,False
ETLCUST-01883,TRADE LINK INTERNATIONAL - PALTAN,Md. Akram Rashid,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,2392000.0,495000.0,3,0.20693979933110368,False
ETLCUST-01878,NEW AMENA CORPORATION - PALTAN,Md. Akram Rashid,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,3540000.0,42800.0,6,0.01209039548022599,False
ETLCUST-03596,MAK IT SOLUTION - UTTARA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,700000.0,1043510.0,6,1.4907285714285714,False
ETLCUST-00125,SOFTWARE LAND - UTTARA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-05202,JAPAN SOLAR & ELECTRIC - GULISTAN ,Md Kamrul Hasan Sabuz,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,500000.0,459100.0,1,0.9182,False
ETLCUST-05171,GLORY OFFICE SOLUTION - MOTIJHEEL,Zakir Hossain,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,560000.0,0.0,1,0.0,True
ETLCUST-00093,BIOS TECHNOLOGY - UTTARA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-03277,NATIONAL ELECTRONICS - GULISTAN,Shamim Hossain,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,1300000.0,139300.0,1,0.10715384615384616,False
ETLCUST-01880,IHP CORPORATION - PALTAN,Md. Akram Rashid,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,2140000.0,479000.0,4,0.22383177570093457,False
ETLCUST-01573,N. T. ELECTRIC AND ELECTRONICS - GULISTAN,Shamim Hossain,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,0.0,0.0,0,,False
ETLCUST-04398,PC DOCTOR BD - JAMUNA FUTURE PARK,Jiku Saha,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,2100000.0,0.0,2,0.0,True
ETLCUST-03254,ROOT FIVE - UTTARA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,300000.0,0.0,3,0.0,True
ETLCUST-00465,YOUSUF ELECTRONICS - GULISTAN,Md Kamrul Hasan Sabuz,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,0.0,0.0,0,,False
ETLCUST-01408,HEMAL TELECOM - TONGI,Saifullah Akndah,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,10000.0,806240.0,5,80.624,False
ETLCUST-04237,MIM ELECTRONICS & DIGITAL WORLD - DEMRA,Md Kamrul Hasan Sabuz,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,70000.0,0.0,1,0.0,True
ETLCUST-00964,NOOR TRADING - GULISTAN,Noor Hossain,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,300000.0,261350.0,1,0.8711666666666666,False
ETLCUST-03066,BROTHERS TECHNOLOGY - UTTARA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-00123,THE COMPUTER POINT - UTTARA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,130000.0,0.0,2,0.0,True
ETLCUST-00471,MONIR ENTERPRISE - GULISTAN,Md Kamrul Hasan Sabuz,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,6000000.0,21700.0,1,0.0036166666666666665,False
ETLCUST-03037,STAR COMPUTER VISION - MOTIJHEEL,Md. Sahedul Islam,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,1680000.0,1050000.0,1,0.625,False
ETLCUST-04568,DIGICCOM INTERNATIONAL LTD - PALTAN,Zakir Hossain,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,100000.0,38425.0,2,0.38425,False
ETLCUST-00951,BAKSHI ENTERPRISE - GULISTAN,Noor Hossain,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,1600000.0,0.0,2,0.0,True
ETLCUST-00967,NAZRUL TRADE INTERNATIONAL - GULISTAN,Noor Hossain,Mr. Md. Kamrul Hasan ,CG - GULISTAN,Gulistan,0.0,0.0,0,,False
ETLCUST-03025,FAST TECH CORPORATION - MOTIJHEEL,Md. Sahedul Islam,Mr. Md. Kamrul Hasan ,CG - MOTIJHEEL,Motijheel,515000.0,0.0,1,0.0,True
ETLCUST-02832,TIME TECHNOLOGY AND NETWORK - UTTARA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-03571,GLOBE OFFICE EQUIPMENT - UTTARA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,0.0,0.0,0,,False
ETLCUST-04878,TOP ELECTRONICS - UTTARA,Dulal Sarker,Mr. Ajit Kumar Dey ,CG - UTTARA,Uttara,50000.0,243750.0,1,4.875,False
ETLCUST-04905,M/S SOHEL TRADERS - GAZIPUR ,Md. Rahad,Mr. Ajit Kumar Dey ,CG - GAZIPUR,Uttara,150000.0,0.0,1,0.0,True
